admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,Adasen,Agta,Agta-Dumagat,Agusan Manobo,Agutaynen,Akeanon,Alangan,Ata,Ata-Manobo,Ayangan Ifugao,Ayta language group,Bagobo/Tagabawa,Balangao,Baliwon/Ga'dang,Banao,Bantoanon,Belwang (N.Bontok dialect),Bikol,Binongan,Binukid,Bisaya/Binisaya,B'laan/Blaan language group,Bontok,Bugkalot/Ilongot,Buhid,Cagayanen,Capizeño,Cebuano,Chavacano,Cuyonon/Cuyonen,Davaweño,Dibabawon,Dumagat/Remontado,English,Gaddang,Giangan,Hanunuo,Higaonon,Hiligaynon Ilonggo,Ibaloi/Ibaloy,Ibanag,Ibatan,Ilianen Manobo,Ilocano,Iranun,Iraya,Isinai,Isnag,Itawis,Ivatan,Iwak/Iowak/Owak/I-wak,Jama Mapun,Kalagan,Kalanguya,Kalibugan/Kolibugan,Kalinga language group,Kamiguin,Kankanaey,Kapampangan,Karao,Karay-a,Kirenteken,Mabaka,Maeng,Maguindanao,Majokayong,Mamanwa,Mandaya,Manobo,Manobo-Cotabato,Mansaka,Maranao,Masadiit,Masbateño/Masbatenon,Matigsalog/Matigsalug,Molbog,Muyadan,Obo Manobo,Unspecified Sama language,Palawani,Palawano language group,Pangasinan/Panggalato,Paranan,Romblomanon,Sama Bangingi,Sama Laut,Sangil,Subanen/Subanon/Subanun,Surigaonon,Tadyawan,Tagakaulo,Tagalog,Tagbanua,Tagbanua Calamian,Tau-buid,Tausug,Tboli,Teduray,Tuwali,Waray,Yakan,Yogad,Zambal,Other languages,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
PH126300000,South Cotabato,Soccsksargen (Region XII),PH120000000,Philippines (the),PH,21,Hiligaynon Ilonggo,0.388,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.097,0.04,0,0,0,0,0,0.276,0.001,0,0,0,0,0,0,0,0,0,0.388,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.005,0,0,0,0.034,0,0,0,0.001,0.001,0,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0.04,0,0,0,0.002,0.07,0,0,0.001,0,0,0,0.003,1509735,768527,741208,0.96,0.961,0.959,Y,High,
PH126500000,Sultan Kudarat,Soccsksargen (Region XII),PH120000000,Philippines (the),PH,20,Hiligaynon Ilonggo,0.415,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.005,0.011,0,0,0,0,0,0.069,0.002,0,0,0,0,0,0,0,0,0,0.415,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0.007,0,0,0,0.241,0,0,0,0.036,0.03,0,0.002,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0.003,0.003,0.015,0,0,0,0,0,0.006,812095,417397,394698,0.921,0.923,0.919,Y,High,
PH128000000,Sarangani,Soccsksargen (Region XII),PH120000000,Philippines (the),PH,20,Cebuano,0.306,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0.219,0,0,0,0,0,0.306,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0.036,0.001,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.001,0,0,0,0.064,0,0,0,0.008,0,0,0.001,0,0,0,0,0,0,0.005,0,0,0,0,0,0.001,0,0.008,0,0,0,0.037,0.009,0,0,0,0.005,0.05,0,0,0.001,0,0,0,0.003,544261,282583,261678,0.901,0.899,0.902,Y,High,
PH129800000,Cotabato City,Soccsksargen (Region XII),PH120000000,Philippines (the),PH,13,Maguindanao,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.055,0,0,0,0,0,0,0.052,0.007,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0.003,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.565,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0.005,0,0.005,0,0,0,0,0,0.005,299438,146934,152504,0.931,0.935,0.928,Y,High,
PH133900000,"NCR, City of Manila, First District",National Capital Region (NCR),PH130000000,Philippines (the),PH,13,Tagalog,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.013,0,0,0,0,0,0,0.003,0,0,0,0,0,0.002,0,0,0,0,0.004,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0.001,0,0,0,0.004,0,0,0,0.003,1780148,876687,903461,0.988,0.988,0.987,Y,Medium,The 2010 census treats the National Capital Region as a single province. Language data based on the 2010 census is therefore identical for each record. Other supporting data from the 2015 census describes new provinces correctly. Data confidence rating decreased.
PH137400000,"NCR, Second District",National Capital Region (NCR),PH130000000,Philippines (the),PH,13,Tagalog,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.013,0,0,0,0,0,0,0.003,0,0,0,0,0,0.002,0,0,0,0,0.004,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0.001,0,0,0,0.004,0,0,0,0.003,4650613,2284403,2366210,0.996,0.996,0.997,Y,Medium,The 2010 census treats the National Capital Region as a single province. Language data based on the 2010 census is therefore identical for each record. Other supporting data from the 2015 census describes new provinces correctly. Data confidence rating decreased.
PH137500000,"NCR, Third District",National Capital Region (NCR),PH130000000,Philippines (the),PH,13,Tagalog,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.013,0,0,0,0,0,0,0.003,0,0,0,0,0,0.002,0,0,0,0,0.004,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0.001,0,0,0,0.004,0,0,0,0.003,2819388,1417163,1402225,0.986,0.985,0.986,Y,Medium,The 2010 census treats the National Capital Region as a single province. Language data based on the 2010 census is therefore identical for each record. Other supporting data from the 2015 census describes new provinces correctly. Data confidence rating decreased.
PH137600000,"NCR, Fourth District",National Capital Region (NCR),PH130000000,Philippines (the),PH,13,Tagalog,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.013,0,0,0,0,0,0,0.003,0,0,0,0,0,0.002,0,0,0,0,0.004,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0.001,0,0,0,0.004,0,0,0,0.003,3627104,1790112,1836992,0.992,0.992,0.992,Y,Medium,The 2010 census treats the National Capital Region as a single province. Language data based on the 2010 census is therefore identical for each record. Other supporting data from the 2015 census describes new provinces correctly. Data confidence rating decreased.
PH140100000,Abra,Cordillera Administrative Region (CAR),PH140000000,Philippines (the),PH,11,Ilocano,0.739,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.016,0,0,0,0,0,0,0,0,0.033,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.133,241160,123199,117961,0.978,0.98,0.977,Y,High,
PH141100000,Benguet,Cordillera Administrative Region (CAR),PH140000000,Philippines (the),PH,15,Ilocano,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0,0,0.002,0,0.008,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0.126,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0.016,0,0.006,0,0.232,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0.02,791590,399453,392137,0.977,0.979,0.975,Y,High,
PH142700000,Ifugao,Cordillera Administrative Region (CAR),PH140000000,Philippines (the),PH,9,Tuwali,0.349,0,0,0,0,0,0,0,0,0,0.21,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0.349,0,0,0,0,0.131,202802,104806,97996,0.928,0.931,0.925,Y,High,
PH143200000,Kalinga,Cordillera Administrative Region (CAR),PH140000000,Philippines (the),PH,9,Kalinga language group,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.001,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.407,0,0,0,0,0.005,0,0,0,0,0,0,0.552,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0.007,212680,110232,102448,0.933,0.937,0.929,Y,High,
PH144400000,Mountain Province,Cordillera Administrative Region (CAR),PH140000000,Philippines (the),PH,12,Kankanaey,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.032,0,0,0.002,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.001,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0.002,0,0.012,0,0.433,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.177,154590,79513,75077,0.938,0.952,0.924,Y,High,
PH148100000,Apayao,Cordillera Administrative Region (CAR),PH140000000,Philippines (the),PH,9,Ilocano,0.579,0,0.003,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0.579,0,0,0,0.29,0.043,0,0,0,0,0,0,0.024,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.018,119184,62137,57047,0.953,0.954,0.952,Y,High,
PH150700000,Basilan,Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Philippines (the),PH,11,Yakan,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.058,0,0,0,0,0,0,0.01,0.077,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0.07,0.001,0,0,0,0,0,0.005,0,0,0,0.211,0,0,0,0,0.521,0,0,0.003,346579,172657,173922,0.801,0.809,0.792,Y,High,
PH153600000,Lanao del Sur,Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Philippines (the),PH,10,Maranao,0.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0.001,0.027,0,0,0,0,0.007,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1045429,512521,532908,0.86,0.856,0.862,Y,High,
PH153800000,Maguindanao,Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Philippines (the),PH,12,Maguindanao,0.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.011,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0.007,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0,0,0,0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0.002,0,0.088,0,0,0,0,0,0.002,1173933,594892,579041,0.81,0.812,0.807,Y,High,
PH156600000,Sulu,Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Philippines (the),PH,6,Tausug,0.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0.008,0.001,0,0,0,0,0,0.001,0,0,0,0.906,0,0,0,0,0,0,0,0.01,824731,407870,416861,0.754,0.755,0.754,Y,High,
PH157000000,Tawi-Tawi,Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Philippines (the),PH,9,Unspecified Sama language,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0,0,0,0,0,0.002,0.015,0,0,0,0,0,0.004,0,0,0,0.375,0,0,0,0,0,0,0,0.006,390715,197040,193675,0.746,0.747,0.745,Y,High,
PH160200000,Agusan del Norte,Caraga (Region XIII),PH160000000,Philippines (the),PH,12,Bisaya/Binisaya,0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844,0,0,0,0,0,0,0.104,0,0,0,0,0,0.001,0,0,0,0.003,0.002,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.012,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0.004,0,0,0,0,0,0,0,0.001,0,0,0,0.013,691566,353461,338105,0.984,0.981,0.986,Y,High,
PH160300000,Agusan del Sur,Caraga (Region XIII),PH160000000,Philippines (the),PH,15,Bisaya/Binisaya,0.584,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0.584,0,0,0,0,0,0,0.177,0,0,0,0.001,0,0,0,0,0,0.008,0.063,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.128,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0.001,0,0,0,0.002,700653,365106,335547,0.966,0.964,0.969,Y,High,
PH166700000,Surigao del Norte,Caraga (Region XIII),PH160000000,Philippines (the),PH,9,Surigaonon,0.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0,0,0,0,0,0,0.032,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0,0,0.002,0,0,0,0,0,0,0,0,0.001,0,0,0.001,485088,247622,237466,0.983,0.98,0.985,Y,High,
PH166800000,Surigao del Sur,Caraga (Region XIII),PH160000000,Philippines (the),PH,11,Bisaya/Binisaya,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0,0,0,0,0,0,0.111,0,0,0.001,0,0,0,0,0,0,0,0.006,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.033,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0,0,0.002,0,0,0,0,0,0,0,0.002,0,0,0,0.162,592250,305365,286885,0.975,0.972,0.978,Y,High,
PH168500000,Dinagat Islands,Caraga (Region XIII),PH160000000,Philippines (the),PH,9,Bisaya/Binisaya,0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.665,0,0,0,0,0,0,0.219,0.001,0,0.001,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0.003,0,0,0,0,0,0,0,0.021,0,0,0,0.001,127152,64786,62366,0.984,0.983,0.985,Y,High,
PH174000000,Marinduque,Mimaropa (Region IV-B),PH170000000,Philippines (the),PH,2,Tagalog,0.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0,0,0,0,0,0,0,0,0,0,234521,117935,116586,0.987,0.987,0.988,Y,High,
PH175100000,Occidental Mindoro,Mimaropa (Region IV-B),PH170000000,Philippines (the),PH,12,Tagalog,0.804,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.093,0,0,0,0.01,0,0,0.008,0,0,0,0,0,0,0,0,0.005,0,0.002,0,0,0,0,0.031,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0,0,0.008,0,0,0,0,0,0,0,0,0,487414,253081,234333,0.953,0.951,0.954,Y,High,
PH175200000,Oriental Mindoro,Mimaropa (Region IV-B),PH170000000,Philippines (the),PH,14,Tagalog,0.863,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.069,0,0,0,0.009,0,0,0.001,0,0,0,0,0,0.001,0,0,0.028,0,0,0,0,0,0,0.005,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.003,0,0.863,0,0,0.002,0,0,0,0,0,0,0,0,0.003,844059,428394,415665,0.966,0.966,0.966,Y,High,
PH175300000,Palawan,Mimaropa (Region IV-B),PH170000000,Philippines (the),PH,23,Tagalog,0.483,0,0,0,0,0.011,0.003,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.035,0,0,0,0,0.012,0,0.035,0,0.164,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0.007,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0.002,0,0.004,0,0.012,0,0,0.012,0.001,0.08,0,0,0.001,0,0,0,0,0,0,0,0.483,0.013,0.005,0,0.005,0,0,0,0.005,0,0,0,0.007,1104585,572514,532071,0.947,0.947,0.946,Y,High,
PH175900000,Romblon,Mimaropa (Region IV-B),PH170000000,Philippines (the),PH,7,Other languages,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.245,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0.404,292781,148205,144576,0.979,0.979,0.978,Y,High,
PH184500000,Negros Occidental,Negros Island Region (NIR),PH180000000,Philippines (the),PH,4,Hiligaynon Ilonggo,0.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.002,3059136,1558842,1500294,0.975,0.972,0.978,Y,High,"Negros Occidental and Negros Oriental be reverted to Western Visayas and Central Visayas, respectively."
PH184600000,Negros Oriental,Negros Island Region (NIR),PH180000000,Philippines (the),PH,7,Bisaya/Binisaya,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.811,0,0,0,0,0,0,0.15,0,0,0,0,0,0.002,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1354995,690141,664854,0.949,0.942,0.955,Y,High,"Negros Occidental and Negros Oriental be reverted to Western Visayas and Central Visayas, respectively."
